,_id,ltable_ID,rtable_ID,ltable_Album,ltable_Artist,ltable_Release Date,rtable_Album,rtable_Artist,rtable_Release Date
91187,91187,a398,b2969,a deeper understanding,the war on drugs,Aug 25 2017,a deeper understanding,the war on drugs,Aug 25 2017
91199,91199,a70,b2969,soul of a woman,sharon jones & the dap-kings,Nov 17 2017,a deeper understanding,the war on drugs,Aug 25 2017
91219,91219,a445,b2969,boy in a well,the yawpers,Aug 18 2017,a deeper understanding,the war on drugs,Aug 25 2017
91276,91276,a384,b2972,omnion,hercules & love affair,Sep 1 2017,omnion,hercules and love affair,Sept 1 2017
91427,91427,a243,b2973,for sale: live at maxwell's 1986,the replacements,Oct 6 2017,live at terminal 5,the knife,Sept 1 2017
91572,91572,a490,b2973,unpeeled [live],cage the elephant,Jul 28 2017,live at terminal 5,the knife,Sept 1 2017
91586,91586,a386,b2974,american dream,lcd soundsystem,Sep 1 2017,american dream,lcd soundsystem,Sept 1 2017
91587,91587,a385,b2976,every country's sun,mogwai,Sep 1 2017,every country's sun,mogwai,Sept 1 2017
91604,91604,a534,b2977,"the sounds of crenshaw, vol. 1",the pollyseeds,Jul 14 2017,the punishment of luxury,orchestral manoeuvres in the dark,Sept 1 2017
91616,91616,a557,b2977,the usual suspects,jah wobble's invaders of the heart,Jul 7 2017,the punishment of luxury,orchestral manoeuvres in the dark,Sept 1 2017
91617,91617,a558,b2977,the nothing,the last dinosaur,Jul 7 2017,the punishment of luxury,orchestral manoeuvres in the dark,Sept 1 2017
91621,91621,a53,b2977,the way is read,the staves,Dec 1 2017,the punishment of luxury,orchestral manoeuvres in the dark,Sept 1 2017
91624,91624,a2238,b2977,the  follower,the field,Apr 1 2016,the punishment of luxury,orchestral manoeuvres in the dark,Sept 1 2017
91633,91633,a582,b2977,murder of the universe,king gizzard & the lizard wizard,Jun 23 2017,the punishment of luxury,orchestral manoeuvres in the dark,Sept 1 2017
91636,91636,a74,b2977,ascending a mountain of heavy light,the body,Nov 17 2017,the punishment of luxury,orchestral manoeuvres in the dark,Sept 1 2017
91639,91639,a697,b2977,the amazons,the amazons,May 26 2017,the punishment of luxury,orchestral manoeuvres in the dark,Sept 1 2017
91650,91650,a609,b2977,the nashville sound,jason isbell and the 400 unit,Jun 16 2017,the punishment of luxury,orchestral manoeuvres in the dark,Sept 1 2017
91661,91661,a111,b2977,the animal spirits,james holden & the animal spirits,Nov 3 2017,the punishment of luxury,orchestral manoeuvres in the dark,Sept 1 2017
91668,91668,a632,b2977,best of crime rock,chain & the gang,Jun 16 2017,the punishment of luxury,orchestral manoeuvres in the dark,Sept 1 2017
91670,91670,a1147,b2977,after the party,the menzingers,Feb 3 2017,the punishment of luxury,orchestral manoeuvres in the dark,Sept 1 2017
91671,91671,a637,b2977,more fast songs about the apocalypse,moby & the void pacific choir,Jun 16 2017,the punishment of luxury,orchestral manoeuvres in the dark,Sept 1 2017
91683,91683,a149,b2977,the  canyon,the used,Oct 27 2017,the punishment of luxury,orchestral manoeuvres in the dark,Sept 1 2017
91689,91689,a156,b2977,the queen is dead [deluxe edition),the smiths,Oct 20 2017,the punishment of luxury,orchestral manoeuvres in the dark,Sept 1 2017
91701,91701,a696,b2977,diversions vol. 4: the songs and poems of molly drake,the unthanks,May 26 2017,the punishment of luxury,orchestral manoeuvres in the dark,Sept 1 2017
91702,91702,a185,b2977,the wasted years [box set],the jazz butcher,Oct 20 2017,the punishment of luxury,orchestral manoeuvres in the dark,Sept 1 2017
91703,91703,a698,b2977,a  world of masks,the heliocentrics,May 26 2017,the punishment of luxury,orchestral manoeuvres in the dark,Sept 1 2017
91713,91713,a202,b2977,queens of the breakers,the barr brothers,Oct 13 2017,the punishment of luxury,orchestral manoeuvres in the dark,Sept 1 2017
91719,91719,a212,b2977,sketches of brunswick east,king gizzard & the lizard wizard,Oct 13 2017,the punishment of luxury,orchestral manoeuvres in the dark,Sept 1 2017
91720,91720,a213,b2977,the wild,the rural alberta advantage,Oct 13 2017,the punishment of luxury,orchestral manoeuvres in the dark,Sept 1 2017
91721,91721,a726,b2977,the king & i,faith evans and the notorious b.i.g.,May 19 2017,the punishment of luxury,orchestral manoeuvres in the dark,Sept 1 2017
91733,91733,a227,b2977,the weather station,the weather station,Oct 6 2017,the punishment of luxury,orchestral manoeuvres in the dark,Sept 1 2017
91758,91758,a2236,b2977,the  wilderness,explosions in the sky,Apr 1 2016,the punishment of luxury,orchestral manoeuvres in the dark,Sept 1 2017
91762,91762,a786,b2977,"lovely creatures: the best of nick cave and the bad seeds, 1984-2014 [box set]",nick cave & the bad seeds,May 5 2017,the punishment of luxury,orchestral manoeuvres in the dark,Sept 1 2017
91767,91767,a283,b2977,music for the age of miracles,the clientele,Sep 22 2017,the punishment of luxury,orchestral manoeuvres in the dark,Sept 1 2017
91796,91796,a1866,b2977,the soft bounce,beyond the wizards sleeve,Jul 1 2016,the punishment of luxury,orchestral manoeuvres in the dark,Sept 1 2017
91797,91797,a331,b2977,choir of the mind,emily haines & the soft skeleton,Sep 15 2017,the punishment of luxury,orchestral manoeuvres in the dark,Sept 1 2017
91820,91820,a367,b2977,out of all this blue,the waterboys,Sep 8 2017,the punishment of luxury,orchestral manoeuvres in the dark,Sept 1 2017
91826,91826,a890,b2977,love in the 4th dimension,the big moon,Apr 7 2017,the punishment of luxury,orchestral manoeuvres in the dark,Sept 1 2017
91828,91828,a382,b2977,the surfing magazines,the surfing magazines,Sep 8 2017,the punishment of luxury,orchestral manoeuvres in the dark,Sept 1 2017
91831,91831,a897,b2977,more scared of you than you are of me,the smith street band,Apr 7 2017,the punishment of luxury,orchestral manoeuvres in the dark,Sept 1 2017
91832,91832,a388,b2977,the echo of pleasure,the pains of being pure at heart,Sep 1 2017,the punishment of luxury,orchestral manoeuvres in the dark,Sept 1 2017
91833,91833,a389,b2977,the punishment of luxury,orchestral manoeuvres in the dark,Sep 1 2017,the punishment of luxury,orchestral manoeuvres in the dark,Sept 1 2017
91836,91836,a1105,b2977,the courtneys ii,the courtneys,Feb 17 2017,the punishment of luxury,orchestral manoeuvres in the dark,Sept 1 2017
91852,91852,a70,b2977,soul of a woman,sharon jones & the dap-kings,Nov 17 2017,the punishment of luxury,orchestral manoeuvres in the dark,Sept 1 2017
91856,91856,a421,b2977,dreaming in the non-dream,chris forsyth & the solar motel band,Aug 25 2017,the punishment of luxury,orchestral manoeuvres in the dark,Sept 1 2017
91861,91861,a428,b2977,lukas nelson & promise of the real [2017],lukas nelson & promise of the real,Aug 25 2017,the punishment of luxury,orchestral manoeuvres in the dark,Sept 1 2017
91866,91866,a947,b2977,the ghost of hope,the residents,Mar 24 2017,the punishment of luxury,orchestral manoeuvres in the dark,Sept 1 2017
91884,91884,a478,b2977,power of peace,the isley brothers,Jul 28 2017,the punishment of luxury,orchestral manoeuvres in the dark,Sept 1 2017
91887,91887,a994,b2977,the navigator,hurray for the riff raff,Mar 10 2017,the punishment of luxury,orchestral manoeuvres in the dark,Sept 1 2017
91899,91899,a506,b2977,barefoot in the head,the chris robinson brotherhood,Jul 21 2017,the punishment of luxury,orchestral manoeuvres in the dark,Sept 1 2017
92448,92448,a351,b2981,lovers,anna of the north,Sep 8 2017,lovers,anna of the north,Sept 8 2017
92552,92552,a369,b2983,all the light above it too,jack johnson,Sep 8 2017,all the light above it too,jack johnson,Sept 8 2017
92561,92561,a370,b2985,shade,living colour,Sep 8 2017,shade,living colour,Sept 8 2017
92562,92562,a375,b2986,a moment apart,odesza,Sep 8 2017,a moment apart,odesza,Sept 8 2017
92785,92785,a355,b2988,sleep well beast,the national,Sep 8 2017,sleep well beast,the national,Sept 8 2017
92842,92842,a445,b2988,boy in a well,the yawpers,Aug 18 2017,sleep well beast,the national,Sept 8 2017
92875,92875,a354,b2990,hippopotamus,sparks,Sep 8 2017,hippopotamus,sparks,Sept 8 2017
92876,92876,a411,b2991,music for people in trouble,susanne sundfør,Aug 25 2017,music for people in trouble,susanne sundfør,Sept 8 2017
92883,92883,a362,b2994,native invader,tori amos,Sep 8 2017,native invader,tori amos,Sept 8 2017
92885,92885,a360,b2996,okovi,zola jesus,Sep 8 2017,okovi,zola jesus,Sept 8 2017
92895,92895,a337,b3000,dedicated to bobby jameson,ariel pink,Sep 15 2017,dedicated to bobby jameson,ariel pink,Sept 15 2017
92900,92900,a224,b3001,i tell a fly,benjamin clementine,Oct 6 2017,i tell a fly,benjamin clementine,Sept 15 2017
92901,92901,a329,b3003,concrete and gold,foo fighters,Sep 15 2017,concrete and gold,foo fighters,Sept 15 2017
92904,92904,a388,b3007,the echo of pleasure,the pains of being pure at heart,Sep 1 2017,prophets of rage,prophets of rage,Sept 15 2017
92916,92916,a295,b3007,cryptoriana: the seductiveness of decay,cradle of filth,Sep 22 2017,prophets of rage,prophets of rage,Sept 15 2017
92917,92917,a428,b3007,lukas nelson & promise of the real [2017],lukas nelson & promise of the real,Aug 25 2017,prophets of rage,prophets of rage,Sept 15 2017
92919,92919,a1070,b3007,children of alice,children of alice,Feb 24 2017,prophets of rage,prophets of rage,Sept 15 2017
92925,92925,a328,b3007,prophets of rage,prophets of rage,Sep 15 2017,prophets of rage,prophets of rage,Sept 15 2017
92961,92961,a327,b3009,give more love,ringo starr,Sep 15 2017,give more love,ringo starr,Sept 15 2017
93010,93010,a593,b3012,purple rain [deluxe expanded edition],prince and the revolution,Jun 23 2017,special edition grand master deluxe,the cool kids,Sept 15 2017
93060,93060,a156,b3012,the queen is dead [deluxe edition),the smiths,Oct 20 2017,special edition grand master deluxe,the cool kids,Sept 15 2017
93076,93076,a700,b3012,sgt. pepper's lonely hearts club band [50th anniversary edition deluxe version],the beatles,May 26 2017,special edition grand master deluxe,the cool kids,Sept 15 2017
93280,93280,a290,b3016,hiss spun,chelsea wolfe,Sep 22 2017,hiss spun,chelsea wolfe,Sept 22 2017
93284,93284,a2567,b3017,feed the fire,promise and the monster,Jan 22 2016,music for the age of miracles,the clientele,Sept 22 2017
93286,93286,a2569,b3017,above the prairie,the pines,Jan 22 2016,music for the age of miracles,the clientele,Sept 22 2017
93295,93295,a534,b3017,"the sounds of crenshaw, vol. 1",the pollyseeds,Jul 14 2017,music for the age of miracles,the clientele,Sept 22 2017
93307,93307,a557,b3017,the usual suspects,jah wobble's invaders of the heart,Jul 7 2017,music for the age of miracles,the clientele,Sept 22 2017
93308,93308,a558,b3017,the nothing,the last dinosaur,Jul 7 2017,music for the age of miracles,the clientele,Sept 22 2017
93312,93312,a53,b3017,the way is read,the staves,Dec 1 2017,music for the age of miracles,the clientele,Sept 22 2017
93323,93323,a582,b3017,murder of the universe,king gizzard & the lizard wizard,Jun 23 2017,music for the age of miracles,the clientele,Sept 22 2017
93326,93326,a74,b3017,ascending a mountain of heavy light,the body,Nov 17 2017,music for the age of miracles,the clientele,Sept 22 2017
93329,93329,a697,b3017,the amazons,the amazons,May 26 2017,music for the age of miracles,the clientele,Sept 22 2017
93340,93340,a609,b3017,the nashville sound,jason isbell and the 400 unit,Jun 16 2017,music for the age of miracles,the clientele,Sept 22 2017
93350,93350,a111,b3017,the animal spirits,james holden & the animal spirits,Nov 3 2017,music for the age of miracles,the clientele,Sept 22 2017
93357,93357,a632,b3017,best of crime rock,chain & the gang,Jun 16 2017,music for the age of miracles,the clientele,Sept 22 2017
93359,93359,a1147,b3017,after the party,the menzingers,Feb 3 2017,music for the age of miracles,the clientele,Sept 22 2017
93360,93360,a637,b3017,more fast songs about the apocalypse,moby & the void pacific choir,Jun 16 2017,music for the age of miracles,the clientele,Sept 22 2017
93372,93372,a149,b3017,the  canyon,the used,Oct 27 2017,music for the age of miracles,the clientele,Sept 22 2017
93378,93378,a156,b3017,the queen is dead [deluxe edition),the smiths,Oct 20 2017,music for the age of miracles,the clientele,Sept 22 2017
93390,93390,a696,b3017,diversions vol. 4: the songs and poems of molly drake,the unthanks,May 26 2017,music for the age of miracles,the clientele,Sept 22 2017
93391,93391,a185,b3017,the wasted years [box set],the jazz butcher,Oct 20 2017,music for the age of miracles,the clientele,Sept 22 2017
93392,93392,a698,b3017,a  world of masks,the heliocentrics,May 26 2017,music for the age of miracles,the clientele,Sept 22 2017
93402,93402,a202,b3017,queens of the breakers,the barr brothers,Oct 13 2017,music for the age of miracles,the clientele,Sept 22 2017
93408,93408,a212,b3017,sketches of brunswick east,king gizzard & the lizard wizard,Oct 13 2017,music for the age of miracles,the clientele,Sept 22 2017
93409,93409,a213,b3017,the wild,the rural alberta advantage,Oct 13 2017,music for the age of miracles,the clientele,Sept 22 2017
93410,93410,a726,b3017,the king & i,faith evans and the notorious b.i.g.,May 19 2017,music for the age of miracles,the clientele,Sept 22 2017
93422,93422,a227,b3017,the weather station,the weather station,Oct 6 2017,music for the age of miracles,the clientele,Sept 22 2017
93430,93430,a243,b3017,for sale: live at maxwell's 1986,the replacements,Oct 6 2017,music for the age of miracles,the clientele,Sept 22 2017
93450,93450,a786,b3017,"lovely creatures: the best of nick cave and the bad seeds, 1984-2014 [box set]",nick cave & the bad seeds,May 5 2017,music for the age of miracles,the clientele,Sept 22 2017
93455,93455,a283,b3017,music for the age of miracles,the clientele,Sep 22 2017,music for the age of miracles,the clientele,Sept 22 2017
93485,93485,a331,b3017,choir of the mind,emily haines & the soft skeleton,Sep 15 2017,music for the age of miracles,the clientele,Sept 22 2017
93508,93508,a367,b3017,out of all this blue,the waterboys,Sep 8 2017,music for the age of miracles,the clientele,Sept 22 2017
93513,93513,a890,b3017,love in the 4th dimension,the big moon,Apr 7 2017,music for the age of miracles,the clientele,Sept 22 2017
93515,93515,a382,b3017,the surfing magazines,the surfing magazines,Sep 8 2017,music for the age of miracles,the clientele,Sept 22 2017
93517,93517,a897,b3017,more scared of you than you are of me,the smith street band,Apr 7 2017,music for the age of miracles,the clientele,Sept 22 2017
93518,93518,a388,b3017,the echo of pleasure,the pains of being pure at heart,Sep 1 2017,music for the age of miracles,the clientele,Sept 22 2017
93519,93519,a389,b3017,the punishment of luxury,orchestral manoeuvres in the dark,Sep 1 2017,music for the age of miracles,the clientele,Sept 22 2017
93522,93522,a1105,b3017,the courtneys ii,the courtneys,Feb 17 2017,music for the age of miracles,the clientele,Sept 22 2017
93538,93538,a70,b3017,soul of a woman,sharon jones & the dap-kings,Nov 17 2017,music for the age of miracles,the clientele,Sept 22 2017
93542,93542,a421,b3017,dreaming in the non-dream,chris forsyth & the solar motel band,Aug 25 2017,music for the age of miracles,the clientele,Sept 22 2017
93547,93547,a428,b3017,lukas nelson & promise of the real [2017],lukas nelson & promise of the real,Aug 25 2017,music for the age of miracles,the clientele,Sept 22 2017
93552,93552,a947,b3017,the ghost of hope,the residents,Mar 24 2017,music for the age of miracles,the clientele,Sept 22 2017
93560,93560,a960,b3017,build music,janka nabay & the bubu gang,Mar 24 2017,music for the age of miracles,the clientele,Sept 22 2017
93569,93569,a478,b3017,power of peace,the isley brothers,Jul 28 2017,music for the age of miracles,the clientele,Sept 22 2017
93572,93572,a994,b3017,the navigator,hurray for the riff raff,Mar 10 2017,music for the age of miracles,the clientele,Sept 22 2017
93579,93579,a2546,b3017,here come the rattling trees,the high llamas,Jan 22 2016,music for the age of miracles,the clientele,Sept 22 2017
93583,93583,a506,b3017,barefoot in the head,the chris robinson brotherhood,Jul 21 2017,music for the age of miracles,the clientele,Sept 22 2017
93590,93590,a388,b3018,the echo of pleasure,the pains of being pure at heart,Sep 1 2017,cryptoriana – the seductiveness of decay,cradle of filth,Sept 22 2017
93593,93593,a1048,b3018,burning the threshold,six organs of admittance,Feb 24 2017,cryptoriana – the seductiveness of decay,cradle of filth,Sept 22 2017
93601,93601,a419,b3018,spear in the city,bodies of water,Aug 25 2017,cryptoriana – the seductiveness of decay,cradle of filth,Sept 22 2017
93602,93602,a295,b3018,cryptoriana: the seductiveness of decay,cradle of filth,Sep 22 2017,cryptoriana – the seductiveness of decay,cradle of filth,Sept 22 2017
